Voltage (V),Attenuation (dB)
2.118,0.704
2.120,0.705
2.121,0.707
2.122,0.709
2.123,0.711
2.125,0.713
2.126,0.714
2.127,0.716
2.128,0.718
2.129,0.720
2.131,0.722
2.132,0.724
2.133,0.725
2.134,0.727
2.136,0.729
2.137,0.731
2.138,0.733
2.139,0.735
2.140,0.736
2.142,0.738
2.143,0.740
2.144,0.742
2.145,0.744
2.147,0.746
2.148,0.748
2.149,0.749
2.150,0.751
2.151,0.753
2.153,0.755
2.154,0.757
2.155,0.759
2.156,0.761
2.158,0.762
2.159,0.764
2.160,0.766
2.161,0.768
2.162,0.770
2.164,0.772
2.165,0.774
2.166,0.776
2.167,0.777
2.168,0.779
2.170,0.781
2.171,0.783
2.172,0.785
2.173,0.787
2.175,0.789
2.176,0.791
2.177,0.792
2.178,0.794
2.179,0.796
2.181,0.798
2.182,0.800
2.183,0.802
2.184,0.804
2.186,0.806
2.187,0.808
2.188,0.809
2.189,0.811
2.190,0.813
2.192,0.815
2.193,0.817
2.194,0.819
2.195,0.821
2.197,0.823
2.198,0.825
2.199,0.827
2.200,0.829
2.201,0.831
2.203,0.832
2.204,0.834
2.205,0.836
2.206,0.838
2.208,0.840
2.209,0.842
2.210,0.844
2.211,0.846
2.212,0.848
2.214,0.850
2.215,0.852
2.216,0.854
2.217,0.856
2.219,0.857
2.220,0.859
2.221,0.861
2.222,0.863
2.223,0.865
2.225,0.867
2.226,0.869
2.227,0.871
2.228,0.873
2.230,0.875
2.231,0.877
2.232,0.879
2.233,0.883
2.234,0.885
2.236,0.888
2.237,0.890
2.238,0.892
2.239,0.894
2.241,0.896
2.242,0.898
2.243,0.900
2.244,0.896
2.245,0.899
2.247,0.901
2.248,0.903
2.249,0.905
2.250,0.907
2.252,0.910
2.253,0.912
2.254,0.914
2.255,0.916
2.256,0.919
2.258,0.921
2.259,0.923
2.260,0.925
2.261,0.928
2.263,0.930
2.264,0.932
2.265,0.934
2.266,0.937
2.267,0.939
2.269,0.941
2.270,0.943
2.271,0.946
2.272,0.948
2.274,0.950
2.275,0.952
2.276,0.955
2.277,0.957
2.278,0.959
2.280,0.962
2.281,0.964
2.282,0.966
2.283,0.968
2.284,0.971
2.286,0.973
2.287,0.975
2.288,0.978
2.289,0.980
2.291,0.982
2.292,0.984
2.293,0.987
2.294,0.989
2.295,0.991
2.297,0.994
2.298,0.996
2.299,0.998
2.300,1.001
2.302,1.003
2.303,1.005
2.304,1.008
2.305,1.010
2.306,1.012
2.308,1.014
2.309,1.017
2.310,1.019
2.311,1.021
2.313,1.024
2.314,1.026
2.315,1.028
2.316,1.031
2.317,1.033
2.319,1.035
2.320,1.038
2.321,1.040
2.322,1.042
2.324,1.045
2.325,1.047
2.326,1.050
2.327,1.052
2.328,1.054
2.330,1.057
2.331,1.059
2.332,1.055
2.333,1.057
2.335,1.060
2.336,1.063
2.337,1.065
2.338,1.068
2.339,1.070
2.341,1.073
2.342,1.075
2.343,1.078
2.344,1.081
2.346,1.083
2.347,1.086
2.348,1.088
2.349,1.091
2.350,1.093
2.352,1.096
2.353,1.099
2.354,1.101
2.355,1.104
2.357,1.106
2.358,1.109
2.359,1.111
2.360,1.114
2.361,1.117
2.363,1.119
2.364,1.122
2.365,1.124
2.366,1.127
2.368,1.130
2.369,1.132
2.370,1.135
2.371,1.137
2.372,1.140
2.374,1.142
2.375,1.145
2.376,1.148
2.377,1.150
2.379,1.153
2.380,1.155
2.381,1.158
2.382,1.161
2.383,1.163
2.385,1.166
2.386,1.168
2.387,1.171
2.388,1.174
2.389,1.176
2.391,1.179
2.392,1.182
2.393,1.184
2.394,1.187
2.396,1.189
2.397,1.192
2.398,1.195
2.399,1.197
2.400,1.200
2.402,1.203
2.403,1.205
2.404,1.208
2.405,1.210
2.407,1.213
2.408,1.216
2.409,1.222
2.410,1.225
2.411,1.227
2.413,1.230
2.414,1.233
2.415,1.236
2.416,1.238
2.418,1.241
2.419,1.244
2.420,1.239
2.421,1.242
2.422,1.245
2.424,1.248
2.425,1.251
2.426,1.254
2.427,1.257
2.429,1.260
2.430,1.263
2.431,1.266
2.432,1.269
2.433,1.272
2.435,1.275
2.436,1.278
2.437,1.281
2.438,1.284
2.440,1.287
2.441,1.290
2.442,1.293
2.443,1.296
2.444,1.299
2.446,1.302
2.447,1.305
2.448,1.308
2.449,1.312
2.451,1.315
2.452,1.318
2.453,1.321
2.454,1.324
2.455,1.327
2.457,1.330
2.458,1.333
2.459,1.336
2.460,1.339
2.462,1.342
2.463,1.345
2.464,1.348
2.465,1.351
2.466,1.354
2.468,1.357
2.469,1.360
2.470,1.363
2.471,1.366
2.473,1.369
2.474,1.372
2.475,1.375
2.476,1.379
2.477,1.382
2.479,1.385
2.480,1.388
2.481,1.391
2.482,1.394
2.484,1.397
2.485,1.400
2.486,1.403
2.487,1.406
2.488,1.409
2.490,1.412
2.491,1.416
2.492,1.419
2.493,1.422
2.495,1.425
2.496,1.428
2.497,1.435
2.498,1.438
2.499,1.441
2.501,1.445
2.502,1.448
2.503,1.451
2.504,1.454
2.505,1.458
2.507,1.461
2.508,1.455
2.509,1.459
2.510,1.462
2.512,1.466
2.513,1.469
2.514,1.473
2.515,1.476
2.516,1.480
2.518,1.483
2.519,1.487
2.520,1.490
2.521,1.494
2.523,1.497
2.524,1.500
2.525,1.504
2.526,1.508
2.527,1.511
2.529,1.514
2.530,1.518
2.531,1.521
2.532,1.525
2.534,1.528
2.535,1.532
2.536,1.535
2.537,1.539
2.538,1.542
2.540,1.546
2.541,1.549
2.542,1.553
2.543,1.556
2.545,1.560
2.546,1.563
2.547,1.567
2.548,1.570
2.549,1.574
2.551,1.578
2.552,1.581
2.553,1.585
2.554,1.588
2.556,1.592
2.557,1.595
2.558,1.599
2.559,1.602
2.560,1.606
2.562,1.609
2.563,1.613
2.564,1.616
2.565,1.620
2.567,1.623
2.568,1.627
2.569,1.630
2.570,1.634
2.571,1.638
2.573,1.641
2.574,1.645
2.575,1.648
2.576,1.652
2.578,1.655
2.579,1.659
2.580,1.663
2.581,1.666
2.582,1.670
2.584,1.673
2.585,1.677
2.586,1.680
2.587,1.684
2.589,1.688
2.590,1.691
2.591,1.695
2.592,1.698
2.593,1.702
2.595,1.706
2.596,1.699
2.597,1.703
2.598,1.707
2.600,1.711
2.601,1.715
2.602,1.719
2.603,1.722
2.604,1.726
2.606,1.730
2.607,1.734
2.608,1.738
2.609,1.742
2.611,1.746
2.612,1.750
2.613,1.753
2.614,1.757
2.615,1.761
2.617,1.765
2.618,1.769
2.619,1.773
2.620,1.777
2.621,1.780
2.623,1.784
2.624,1.788
2.625,1.792
2.626,1.796
2.628,1.800
2.629,1.803
2.630,1.807
2.631,1.811
2.632,1.815
2.634,1.819
2.635,1.823
2.636,1.826
2.637,1.830
2.639,1.834
2.640,1.838
2.641,1.842
2.642,1.846
2.643,1.849
2.645,1.853
2.646,1.857
2.647,1.861
2.648,1.865
2.650,1.869
2.651,1.872
2.652,1.876
2.653,1.880
2.654,1.884
2.656,1.888
2.657,1.892
2.658,1.895
2.659,1.899
2.661,1.903
2.662,1.907
2.663,1.911
2.664,1.914
2.665,1.918
2.667,1.922
2.668,1.926
2.669,1.930
2.670,1.933
2.672,1.937
2.673,1.947
2.674,1.951
2.675,1.955
2.676,1.959
2.678,1.963
2.679,1.967
2.680,1.970
2.681,1.974
2.683,1.978
2.684,1.971
2.685,1.975
2.686,1.979
2.687,1.984
2.689,1.988
2.690,1.992
2.691,1.997
2.692,2.001
2.694,2.005
2.695,2.009
2.696,2.014
2.697,2.018
2.698,2.022
2.700,2.026
2.701,2.031
2.702,2.035
2.703,2.039
2.705,2.043
2.706,2.048
2.707,2.052
2.708,2.056
2.709,2.060
2.711,2.065
2.712,2.069
2.713,2.073
2.714,2.077
2.716,2.082
2.717,2.086
2.718,2.090
2.719,2.094
2.720,2.099
2.722,2.103
2.723,2.107
2.724,2.111
2.725,2.115
2.726,2.120
2.728,2.124
2.729,2.128
2.730,2.132
2.731,2.137
2.733,2.141
2.734,2.145
2.735,2.149
2.736,2.154
2.737,2.158
2.739,2.162
2.740,2.166
2.741,2.171
2.742,2.175
2.744,2.179
2.745,2.183
2.746,2.187
2.747,2.192
2.748,2.196
2.750,2.200
2.751,2.204
2.752,2.208
2.753,2.213
2.755,2.217
2.756,2.221
2.757,2.225
2.758,2.229
2.759,2.234
2.761,2.245
2.762,2.249
2.763,2.253
2.764,2.258
2.766,2.262
2.767,2.267
2.768,2.271
2.769,2.275
2.770,2.280
2.772,2.284
2.773,2.288
2.774,2.293
2.775,2.297
2.777,2.301
2.778,2.306
2.779,2.310
2.780,2.315
2.781,2.319
2.783,2.323
2.784,2.328
2.785,2.332
2.786,2.337
2.788,2.341
2.789,2.345
2.790,2.350
2.791,2.354
2.792,2.358
2.794,2.363
2.795,2.367
2.796,2.372
2.797,2.376
2.799,2.380
2.800,2.385
2.801,2.389
2.802,2.393
2.803,2.398
2.805,2.402
2.806,2.407
2.807,2.411
2.808,2.415
2.810,2.420
2.811,2.424
2.812,2.429
2.813,2.433
2.814,2.437
2.816,2.442
2.817,2.446
2.818,2.450
2.819,2.455
2.821,2.459
2.822,2.464
2.823,2.468
2.824,2.472
2.825,2.477
2.827,2.481
2.828,2.486
2.829,2.490
2.830,2.494
2.832,2.499
2.833,2.503
2.834,2.508
2.835,2.512
2.836,2.516
2.838,2.521
2.839,2.525
2.840,2.529
2.841,2.534
2.842,2.538
2.844,2.542
2.845,2.547
2.846,2.551
2.847,2.556
2.849,2.568
2.850,2.572
2.851,2.577
2.852,2.582
2.853,2.586
2.855,2.591
2.856,2.595
2.857,2.600
2.858,2.605
2.860,2.609
2.861,2.614
2.862,2.618
2.863,2.623
2.864,2.628
2.866,2.632
2.867,2.637
2.868,2.641
2.869,2.646
2.871,2.651
2.872,2.655
2.873,2.660
2.874,2.665
2.875,2.669
2.877,2.674
2.878,2.678
2.879,2.683
2.880,2.688
2.882,2.692
2.883,2.697
2.884,2.702
2.885,2.706
2.886,2.711
2.888,2.716
2.889,2.720
2.890,2.725
2.891,2.730
2.893,2.735
2.894,2.739
2.895,2.744
2.896,2.749
2.897,2.753
2.899,2.758
2.900,2.763
2.901,2.767
2.902,2.772
2.904,2.777
2.905,2.781
2.906,2.786
2.907,2.791
2.908,2.796
2.910,2.800
2.911,2.805
2.912,2.810
2.913,2.814
2.915,2.819
2.916,2.824
2.917,2.829
2.918,2.833
2.919,2.838
2.921,2.843
2.922,2.848
2.923,2.852
2.924,2.857
2.926,2.862
2.927,2.867
2.928,2.872
2.929,2.876
2.930,2.881
2.932,2.886
2.933,2.891
2.934,2.895
2.935,2.900
2.937,2.914
2.938,2.919
2.939,2.924
2.940,2.929
2.941,2.934
2.943,2.939
2.944,2.944
2.945,2.949
2.946,2.955
2.947,2.959
2.949,2.965
2.950,2.970
2.951,2.975
2.952,2.980
2.954,2.985
2.955,2.990
2.956,2.995
2.957,3.000
2.958,3.006
2.960,3.011
2.961,3.016
2.962,3.021
2.963,3.026
2.965,3.031
2.966,3.037
2.967,3.042
2.968,3.047
2.969,3.052
2.971,3.057
2.972,3.062
2.973,3.068
2.974,3.073
2.976,3.078
2.977,3.083
2.978,3.088
2.979,3.094
2.980,3.099
2.982,3.104
2.983,3.109
2.984,3.115
2.985,3.120
2.987,3.125
2.988,3.130
2.989,3.136
2.990,3.141
2.991,3.146
2.993,3.151
2.994,3.157
2.995,3.162
2.996,3.167
2.998,3.173
2.999,3.178
3.000,3.183
3.001,3.188
3.002,3.194
3.004,3.199
3.005,3.204
3.006,3.210
3.007,3.215
3.009,3.220
3.010,3.226
3.011,3.231
3.012,3.236
3.013,3.242
3.015,3.247
3.016,3.252
3.017,3.258
3.018,3.263
3.020,3.268
3.021,3.274
3.022,3.279
3.023,3.285
3.024,3.300
3.026,3.306
3.027,3.312
3.028,3.317
3.029,3.323
3.031,3.329
3.032,3.334
3.033,3.340
3.034,3.346
3.035,3.351
3.037,3.357
3.038,3.363
3.039,3.369
3.040,3.374
3.042,3.380
3.043,3.386
3.044,3.392
3.045,3.397
3.046,3.403
3.048,3.409
3.049,3.415
3.050,3.421
3.051,3.426
3.053,3.432
3.054,3.438
3.055,3.444
3.056,3.450
3.057,3.456
3.059,3.462
3.060,3.467
3.061,3.473
3.062,3.479
3.063,3.485
3.065,3.491
3.066,3.497
3.067,3.503
3.068,3.509
3.070,3.515
3.071,3.521
3.072,3.526
3.073,3.532
3.074,3.538
3.076,3.544
3.077,3.550
3.078,3.556
3.079,3.562
3.081,3.568
3.082,3.574
3.083,3.580
3.084,3.586
3.085,3.592
3.087,3.598
3.088,3.604
3.089,3.610
3.090,3.616
3.092,3.622
3.093,3.628
3.094,3.634
3.095,3.640
3.096,3.646
3.098,3.652
3.099,3.658
3.100,3.664
3.101,3.670
3.103,3.676
3.104,3.682
3.105,3.688
3.106,3.694
3.107,3.700
3.109,3.706
3.110,3.712
3.111,3.718
3.112,3.736
3.114,3.743
3.115,3.749
3.116,3.756
3.117,3.762
3.118,3.769
3.120,3.775
3.121,3.781
3.122,3.788
3.123,3.794
3.125,3.801
3.126,3.807
3.127,3.814
3.128,3.820
3.129,3.827
3.131,3.833
3.132,3.840
3.133,3.846
3.134,3.853
3.136,3.860
3.137,3.866
3.138,3.873
3.139,3.879
3.140,3.886
3.142,3.893
3.143,3.899
3.144,3.906
3.145,3.912
3.147,3.919
3.148,3.926
3.149,3.932
3.150,3.939
3.151,3.946
3.153,3.952
3.154,3.959
3.155,3.966
3.156,3.972
3.158,3.979
3.159,3.986
3.160,3.993
3.161,3.999
3.162,4.006
3.164,4.013
3.165,4.020
3.166,4.027
3.167,4.033
3.168,4.040
3.170,4.047
3.171,4.054
3.172,4.061
3.173,4.068
3.175,4.074
3.176,4.081
3.177,4.088
3.178,4.095
3.179,4.102
3.181,4.109
3.182,4.116
3.183,4.123
3.184,4.130
3.186,4.137
3.187,4.144
3.188,4.151
3.189,4.158
3.190,4.165
3.192,4.172
3.193,4.179
3.194,4.186
3.195,4.193
3.197,4.200
3.198,4.207
3.199,4.214
3.200,4.221
3.201,4.228
3.203,4.235
3.204,4.242
3.205,4.249
3.206,4.257
3.208,4.264
3.209,4.271
3.210,4.278
3.211,4.285
3.212,4.292
3.214,4.299
3.215,4.307
3.216,4.314
3.217,4.321
3.219,4.328
3.220,4.335
3.221,4.343
3.222,4.350
3.223,4.357
3.225,4.364
3.226,4.372
3.227,4.379
3.228,4.386
3.230,4.394
3.231,4.401
3.232,4.408
3.233,4.416
3.234,4.423
3.236,4.430
3.237,4.438
3.238,4.445
3.239,4.452
3.241,4.460
3.242,4.467
3.243,4.475
3.244,4.482
3.245,4.489
3.247,4.497
3.248,4.504
3.249,4.512
3.250,4.519
3.252,4.527
3.253,4.534
3.254,4.541
3.255,4.549
3.256,4.556
3.258,4.564
3.259,4.571
3.260,4.579
3.261,4.586
3.263,4.594
3.264,4.602
3.265,4.609
3.266,4.617
3.267,4.624
3.269,4.632
3.270,4.639
3.271,4.647
3.272,4.655
3.274,4.662
3.275,4.670
3.276,4.677
3.277,4.685
3.278,4.693
3.280,4.700
3.281,4.708
3.282,4.716
3.283,4.723
3.284,4.731
3.286,4.739
3.287,4.747
3.288,4.754
3.289,4.762
3.291,4.770
3.292,4.777
3.293,4.785
3.294,4.793
3.295,4.801
3.297,4.809
3.298,4.816
3.299,4.824
3.300,4.832
3.302,4.839
3.303,4.847
3.304,4.855
3.305,4.863
3.306,4.871
3.308,4.879
3.309,4.887
3.310,4.895
3.311,4.902
3.313,4.910
3.314,4.918
3.315,4.926
3.316,4.934
3.317,4.942
3.319,4.950
3.320,4.958
3.321,4.966
3.322,4.974
3.324,4.982
3.325,4.990
3.326,4.998
3.327,5.006
3.328,5.014
3.330,5.022
3.331,5.031
3.332,5.039
3.333,5.047
3.335,5.055
3.336,5.063
3.337,5.071
3.338,5.079
3.339,5.087
3.341,5.096
3.342,5.104
3.343,5.112
3.344,5.120
3.346,5.128
3.347,5.137
3.348,5.145
3.349,5.153
3.350,5.161
3.352,5.170
3.353,5.178
3.354,5.186
3.355,5.194
3.357,5.203
3.358,5.211
3.359,5.219
3.360,5.228
3.361,5.236
3.363,5.244
3.364,5.253
3.365,5.261
3.366,5.269
3.368,5.278
3.369,5.286
3.370,5.295
3.371,5.303
3.372,5.312
3.374,5.320
3.375,5.328
3.376,5.337
3.377,5.345
3.379,5.354
3.380,5.362
3.381,5.371
3.382,5.379
3.383,5.388
3.385,5.397
3.386,5.405
3.387,5.413
3.388,5.422
3.389,5.431
3.391,5.439
3.392,5.448
3.393,5.456
3.394,5.465
3.396,5.474
3.397,5.482
3.398,5.491
3.399,5.500
3.400,5.508
3.402,5.517
3.403,5.526
3.404,5.534
3.405,5.543
3.407,5.552
3.408,5.560
3.409,5.569
3.410,5.578
3.411,5.586
3.413,5.595
3.414,5.604
3.415,5.613
3.416,5.621
3.418,5.630
3.419,5.639
3.420,5.648
3.421,5.657
3.422,5.665
3.424,5.674
3.425,5.683
3.426,5.692
3.427,5.701
3.429,5.710
3.430,5.718
3.431,5.727
3.432,5.736
3.433,5.745
3.435,5.754
3.436,5.763
3.437,5.772
3.438,5.780
3.440,5.789
3.441,5.798
3.442,5.807
3.443,5.816
3.444,5.825
3.446,5.834
3.447,5.843
3.448,5.852
3.449,5.861
3.451,5.870
3.452,5.879
3.453,5.888
3.454,5.897
3.455,5.906
3.457,5.915
3.458,5.924
3.459,5.933
3.460,5.942
3.462,5.951
3.463,5.960
3.464,5.969
3.465,5.978
3.466,5.987
3.468,5.996
3.469,6.006
3.470,6.015
3.471,6.024
3.473,6.033
3.474,6.042
3.475,6.051
3.476,6.060
3.477,6.069
3.479,6.078
3.480,6.087
3.481,6.097
3.482,6.106
3.484,6.115
3.485,6.124
3.486,6.133
3.487,6.142
3.488,6.152
3.490,6.161
3.491,6.170
3.492,6.179
3.493,6.189
3.495,6.198
3.496,6.207
3.497,6.216
3.498,6.225
3.499,6.235
3.501,6.244
3.502,6.253
3.503,6.263
3.504,6.272
3.505,6.281
3.507,6.291
3.508,6.300
3.509,6.309
3.510,6.318
3.512,6.328
3.513,6.337
3.514,6.347
3.515,6.356
3.516,6.365
3.518,6.375
3.519,6.384
3.520,6.394
3.521,6.403
3.523,6.413
3.524,6.422
3.525,6.432
3.526,6.441
3.527,6.451
3.529,6.460
3.530,6.470
3.531,6.479
3.532,6.489
3.534,6.498
3.535,6.508
3.536,6.517
3.537,6.527
3.538,6.536
3.540,6.546
3.541,6.556
3.542,6.565
3.543,6.575
3.545,6.584
3.546,6.594
3.547,6.604
3.548,6.613
3.549,6.623
3.551,6.633
3.552,6.643
3.553,6.652
3.554,6.662
3.556,6.672
3.557,6.681
3.558,6.691
3.559,6.701
3.560,6.710
3.562,6.720
3.563,6.730
3.564,6.740
3.565,6.749
3.567,6.759
3.568,6.769
3.569,6.779
3.570,6.789
3.571,6.799
3.573,6.808
3.574,6.818
3.575,6.828
3.576,6.838
3.578,6.848
3.579,6.858
3.580,6.868
3.581,6.878
3.582,6.888
3.584,6.898
3.585,6.908
3.586,6.918
3.587,6.928
3.589,6.938
3.590,6.948
3.591,6.958
3.592,6.968
3.593,6.978
3.595,6.988
3.596,6.998
3.597,7.008
3.598,7.018
3.600,7.028
3.601,7.038
3.602,7.048
3.603,7.058
3.604,7.068
3.606,7.078
3.607,7.089
3.608,7.099
3.609,7.109
3.611,7.119
3.612,7.129
3.613,7.139
3.614,7.150
3.615,7.160
3.617,7.170
3.618,7.180
3.619,7.191
3.620,7.201
3.621,7.211
3.623,7.221
3.624,7.232
3.625,7.242
3.626,7.252
3.628,7.262
3.629,7.273
3.630,7.283
3.631,7.294
3.632,7.304
3.634,7.314
3.635,7.325
3.636,7.335
3.637,7.345
3.639,7.356
3.640,7.366
3.641,7.377
3.642,7.387
3.643,7.398
3.645,7.408
3.646,7.419
3.647,7.429
3.648,7.440
3.650,7.450
3.651,7.460
3.652,7.471
3.653,7.482
3.654,7.492
3.656,7.503
3.657,7.513
3.658,7.524
3.659,7.534
3.661,7.545
3.662,7.556
3.663,7.566
3.664,7.577
3.665,7.588
3.667,7.598
3.668,7.609
3.669,7.620
3.670,7.630
3.672,7.641
3.673,7.652
3.674,7.663
3.675,7.673
3.676,7.684
3.678,7.695
3.679,7.706
3.680,7.717
3.681,7.727
3.683,7.738
3.684,7.749
3.685,7.760
3.686,7.771
3.687,7.782
3.689,7.793
3.690,7.804
3.691,7.814
3.692,7.825
3.694,7.836
3.695,7.847
3.696,7.858
3.697,7.869
3.698,7.880
3.700,7.891
3.701,7.902
3.702,7.913
3.703,7.924
3.705,7.935
3.706,7.946
3.707,7.957
3.708,7.968
3.709,7.979
3.711,7.990
3.712,8.001
3.713,8.012
3.714,8.023
3.716,8.034
3.717,8.046
3.718,8.057
3.719,8.068
3.720,8.079
3.722,8.090
3.723,8.101
3.724,8.112
3.725,8.124
3.726,8.135
3.728,8.146
3.729,8.157
3.730,8.169
3.731,8.180
3.733,8.191
3.734,8.202
3.735,8.214
3.736,8.225
3.737,8.236
3.739,8.247
3.740,8.258
3.741,8.270
3.742,8.281
3.744,8.292
3.745,8.304
3.746,8.315
3.747,8.326
3.748,8.338
3.750,8.349
3.751,8.360
3.752,8.372
3.753,8.383
3.755,8.395
3.756,8.406
3.757,8.417
3.758,8.429
3.759,8.440
3.761,8.452
3.762,8.463
3.763,8.475
3.764,8.486
3.766,8.497
3.767,8.509
3.768,8.520
3.769,8.532
3.770,8.543
3.772,8.555
3.773,8.566
3.774,8.578
3.775,8.589
3.777,8.601
3.778,8.612
3.779,8.624
3.780,8.636
3.781,8.647
3.783,8.659
3.784,8.671
3.785,8.682
3.786,8.694
3.788,8.706
3.789,8.717
3.790,8.729
3.791,8.741
3.792,8.752
3.794,8.764
3.795,8.776
3.796,8.788
3.797,8.799
3.799,8.811
3.800,8.823
3.801,8.835
3.802,8.847
3.803,8.858
3.805,8.870
3.806,8.882
3.807,8.894
3.808,8.906
3.810,8.918
3.811,8.929
3.812,8.941
3.813,8.953
3.814,8.965
3.816,8.977
3.817,8.989
3.818,9.001
3.819,9.013
3.821,9.025
3.822,9.037
3.823,9.049
3.824,9.061
3.825,9.073
3.827,9.085
3.828,9.097
3.829,9.109
3.830,9.121
3.832,9.133
3.833,9.145
3.834,9.157
3.835,9.169
3.836,9.181
3.838,9.193
3.839,9.206
3.840,9.218
3.841,9.230
3.842,9.242
3.844,9.254
3.845,9.267
3.846,9.279
3.847,9.291
3.849,9.303
3.850,9.315
3.851,9.328
3.852,9.340
3.853,9.352
3.855,9.364
3.856,9.376
3.857,9.389
3.858,9.401
3.860,9.413
3.861,9.426
3.862,9.438
3.863,9.450
3.864,9.462
3.866,9.475
3.867,9.487
3.868,9.499
3.869,9.512
3.871,9.524
3.872,9.536
3.873,9.549
3.874,9.561
3.875,9.573
3.877,9.585
3.878,9.598
3.879,9.610
3.880,9.623
3.882,9.635
3.883,9.647
3.884,9.660
3.885,9.672
3.886,9.685
3.888,9.697
3.889,9.710
3.890,9.722
3.891,9.734
3.893,9.747
3.894,9.759
3.895,9.772
3.896,9.784
3.897,9.797
3.899,9.809
3.900,9.822
3.901,9.834
3.902,9.847
3.904,9.859
3.905,9.872
3.906,9.884
3.907,9.897
3.908,9.909
3.910,9.922
3.911,9.935
3.912,9.947
3.913,9.960
3.915,9.972
3.916,9.984
3.917,9.997
3.918,10.010
3.919,10.022
3.921,10.035
3.922,10.047
3.923,10.060
3.924,10.073
3.926,10.085
3.927,10.098
3.928,10.111
3.929,10.123
3.930,10.136
3.932,10.149
3.933,10.161
3.934,10.174
3.935,10.187
3.937,10.199
3.938,10.212
3.939,10.225
3.940,10.238
3.941,10.250
3.943,10.263
3.944,10.276
3.945,10.288
3.946,10.301
3.947,10.314
3.949,10.327
3.950,10.340
3.951,10.352
3.952,10.365
3.954,10.378
3.955,10.391
3.956,10.404
3.957,10.416
3.958,10.429
3.960,10.442
3.961,10.455
3.962,10.468
3.963,10.481
3.965,10.494
3.966,10.507
3.967,10.520
3.968,10.533
3.969,10.545
3.971,10.558
3.972,10.571
3.973,10.584
3.974,10.597
3.976,10.610
3.977,10.623
3.978,10.636
3.979,10.649
3.980,10.662
3.982,10.675
3.983,10.688
3.984,10.701
3.985,10.714
3.987,10.727
3.988,10.740
3.989,10.754
3.990,10.767
3.991,10.780
3.993,10.793
3.994,10.806
3.995,10.819
3.996,10.832
3.998,10.845
3.999,10.859
4.000,10.872
4.001,10.885
4.002,10.897
4.004,10.911
4.005,10.924
4.006,10.937
4.007,10.950
4.009,10.963
4.010,10.977
4.011,10.990
4.012,11.003
4.013,11.016
4.015,11.029
4.016,11.043
4.017,11.056
4.018,11.069
4.020,11.082
4.021,11.095
4.022,11.109
4.023,11.122
4.024,11.135
4.026,11.148
4.027,11.162
4.028,11.175
4.029,11.188
4.031,11.201
4.032,11.215
4.033,11.228
4.034,11.241
4.035,11.255
4.037,11.268
4.038,11.281
4.039,11.294
4.040,11.308
4.042,11.321
4.043,11.334
4.044,11.348
4.045,11.361
4.046,11.374
4.048,11.388
4.049,11.401
4.050,11.414
4.051,11.428
4.053,11.441
4.054,11.454
4.055,11.468
4.056,11.481
4.057,11.495
4.059,11.508
4.060,11.521
4.061,11.535
4.062,11.548
4.063,11.562
4.065,11.575
4.066,11.588
4.067,11.602
4.068,11.615
4.070,11.629
4.071,11.642
4.072,11.655
4.073,11.669
4.074,11.682
4.076,11.696
4.077,11.709
4.078,11.723
4.079,11.736
4.081,11.750
4.082,11.763
4.083,11.777
4.084,11.790
4.085,11.804
4.087,11.817
4.088,11.831
4.089,11.844
4.090,11.857
4.092,11.871
4.093,11.885
4.094,11.898
4.095,11.912
4.096,11.925
4.098,11.939
4.099,11.952
4.100,11.966
4.101,11.980
4.103,11.993
4.104,12.007
4.105,12.020
4.106,12.034
4.107,12.048
4.109,12.061
4.110,12.075
4.111,12.088
4.112,12.102
4.114,12.116
4.115,12.129
4.116,12.143
4.117,12.157
4.118,12.170
4.120,12.184
4.121,12.198
4.122,12.212
4.123,12.225
4.125,12.239
4.126,12.253
4.127,12.266
4.128,12.280
4.129,12.294
4.131,12.308
4.132,12.321
4.133,12.335
4.134,12.349
4.136,12.363
4.137,12.377
4.138,12.390
4.139,12.404
4.140,12.418
4.142,12.432
4.143,12.446
4.144,12.460
4.145,12.474
4.147,12.488
4.148,12.501
4.149,12.515
4.150,12.529
4.151,12.543
4.153,12.557
4.154,12.571
4.155,12.585
4.156,12.599
4.158,12.613
4.159,12.627
4.160,12.641
4.161,12.655
4.162,12.669
4.164,12.683
4.165,12.697
4.166,12.711
4.167,12.726
4.168,12.740
4.170,12.754
4.171,12.768
4.172,12.782
4.173,12.796
4.175,12.810
4.176,12.824
4.177,12.839
4.178,12.852
4.179,12.867
4.181,12.881
4.182,12.895
4.183,12.909
4.184,12.923
4.186,12.938
4.187,12.952
4.188,12.966
4.189,12.980
4.190,12.995
4.192,13.009
4.193,13.023
4.194,13.038
4.195,13.052
4.197,13.066
4.198,13.081
4.199,13.095
4.200,13.109
4.201,13.124
4.203,13.138
4.204,13.153
4.205,13.167
4.206,13.181
4.208,13.196
4.209,13.210
4.210,13.225
4.211,13.239
4.212,13.254
4.214,13.268
4.215,13.283
4.216,13.297
4.217,13.312
4.219,13.326
4.220,13.341
4.221,13.355
4.222,13.370
4.223,13.384
4.225,13.399
4.226,13.413
4.227,13.428
4.228,13.443
4.230,13.457
4.231,13.472
4.232,13.486
4.233,13.501
4.234,13.515
4.236,13.530
4.237,13.545
4.238,13.559
4.239,13.574
4.241,13.589
4.242,13.603
4.243,13.618
4.244,13.633
4.245,13.647
4.247,13.662
4.248,13.677
4.249,13.691
4.250,13.706
